sample_id,class_name,class_id,recording_id,source_csv,window_start_row,window_end_row,min_valid_points,mean_valid_points
89,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,529,536,5,10.5
90,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,530,537,7,10.75
91,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,531,538,7,10.5
92,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,550,557,5,6.125
93,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,580,587,5,6.875
94,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,581,588,5,6.75
95,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,582,589,5,7.125
96,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,583,590,5,7.5
97,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,584,591,5,8.0
98,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,597,604,5,6.375
99,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,598,605,5,6.5
100,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,618,625,6,7.625
101,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,619,626,6,7.75
102,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,620,627,6,7.75
103,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,679,686,6,6.875
104,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,680,687,6,7.25
105,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,681,688,5,7.125
106,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,773,780,5,7.0
107,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,5,12,5,6.25
108,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,6,13,5,6.375
109,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,7,14,5,6.5
110,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,8,15,5,6.75
111,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,17,24,6,9.125
112,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,18,25,6,9.5
113,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,19,26,6,9.125
114,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,20,27,6,8.375
115,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,29,36,5,7.5
116,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,30,37,5,7.25
117,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,31,38,5,6.5
118,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,46,53,6,9.375
119,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,62,69,7,9.0
120,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,63,70,7,9.125
121,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,64,71,5,8.25
122,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,73,80,5,7.125
123,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,74,81,6,7.75
124,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,75,82,6,8.5
125,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,76,83,6,9.125
126,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,77,84,6,9.375
127,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,78,85,6,9.875
128,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,79,86,7,10.0
129,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,88,95,7,9.875
130,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,89,96,7,9.875
131,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,90,97,7,9.625
132,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,107,114,5,5.625
133,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,147,154,5,7.375
134,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,148,155,6,7.625
135,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,149,156,6,7.75
136,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,150,157,5,7.5
137,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,151,158,5,7.0
138,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,152,159,5,7.0
139,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,153,160,5,6.875
140,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,154,161,5,6.75
141,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,155,162,5,6.5
142,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,164,171,5,7.375
143,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,174,181,6,8.125
144,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,175,182,6,8.625
145,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,176,183,6,8.375
146,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,177,184,6,8.375
147,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,178,185,6,8.625
148,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,179,186,7,9.0
149,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,195,202,5,7.5
150,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,196,203,5,7.625
151,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,260,267,6,7.375
152,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,261,268,5,7.25
153,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,262,269,5,7.125
154,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,263,270,5,6.75
155,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,283,290,5,7.25
156,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,284,291,5,7.375
157,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,285,292,5,7.25
158,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,309,316,5,6.5
159,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,310,317,5,6.25
160,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,311,318,5,6.25
161,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,312,319,5,6.25
162,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,313,320,5,6.5
163,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,314,321,5,6.625
164,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,315,322,5,7.125
165,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,316,323,5,6.5
166,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,317,324,5,7.125
167,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,318,325,5,7.875
168,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,319,326,6,8.375
169,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,320,327,6,9.0
170,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,321,328,6,9.125
171,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,322,329,6,9.625
172,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,323,330,6,9.5
173,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,324,331,8,9.875
174,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,325,332,8,9.625
175,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,326,333,8,9.5
176,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,327,334,8,9.625
177,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,328,335,8,9.375
178,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,329,336,6,9.125
179,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,330,337,6,8.875
180,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,331,338,6,9.125
181,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,332,339,6,9.125
182,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,333,340,6,9.0
183,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,334,341,6,8.75
184,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,335,342,6,8.5
185,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,336,343,6,8.5
186,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,337,344,8,9.0
187,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,338,345,8,9.0
188,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,339,346,8,8.875
189,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,340,347,8,8.875
190,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,341,348,8,8.875
191,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,342,349,8,9.375
192,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,343,350,7,9.25
193,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,344,351,5,8.75
194,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,385,392,5,7.125
195,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,386,393,5,7.25
196,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,387,394,6,7.375
197,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,388,395,6,7.25
198,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,389,396,6,7.125
199,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,390,397,6,7.75
200,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,391,398,6,8.25
201,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,392,399,6,8.5
202,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,393,400,6,8.5
203,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,394,401,6,8.375
204,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,395,402,6,8.375
205,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,447,454,6,8.875
206,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,448,455,6,8.5
207,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,449,456,6,8.0
208,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,450,457,6,7.5
209,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,451,458,6,7.75
210,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,452,459,6,8.0
211,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,453,460,6,8.125
212,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,463,470,5,6.75
213,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,464,471,5,7.125
214,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,465,472,5,7.125
215,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,466,473,5,7.0
216,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,512,519,8,9.875
217,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,513,520,8,10.25
218,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,514,521,7,9.625
219,STANDING,0,STANDING:replay_2025-09-18_14-40-37_final,replay_2025-09-18_14-40-37_final.csv,515,522,7,9.25
