sample_id,class_name,class_id,recording_id,source_csv,window_start_row,window_end_row,reason
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,18,25,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,19,26,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,20,27,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,21,28,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,22,29,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,52,59,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,53,60,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,54,61,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,55,62,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,56,63,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,57,64,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,58,65,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,59,66,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,60,67,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,61,68,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,62,69,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,63,70,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,64,71,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,65,72,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,66,73,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,67,74,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,68,75,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,69,76,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,77,84,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,78,85,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,79,86,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,80,87,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,81,88,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,82,89,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,83,90,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,84,91,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,85,92,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,87,94,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,88,95,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,89,96,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,90,97,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,91,98,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,92,99,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,93,100,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,94,101,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,95,102,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,96,103,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,97,104,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,98,105,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,99,106,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,100,107,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,101,108,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,102,109,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,103,110,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,104,111,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,105,112,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,106,113,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,107,114,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,108,115,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,109,116,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,110,117,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,111,118,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,112,119,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,113,120,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,117,124,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,118,125,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,119,126,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,120,127,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,121,128,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,122,129,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,123,130,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,124,131,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,125,132,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,126,133,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,127,134,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,128,135,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,129,136,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,130,137,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,131,138,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,132,139,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,133,140,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,134,141,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,135,142,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,136,143,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,137,144,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,138,145,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,139,146,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,140,147,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,141,148,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,142,149,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,143,150,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,144,151,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,145,152,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,146,153,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,147,154,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,148,155,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,149,156,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,150,157,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,151,158,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,152,159,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,153,160,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,154,161,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,155,162,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,156,163,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,157,164,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,158,165,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,159,166,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,160,167,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,161,168,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,162,169,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,163,170,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,164,171,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,165,172,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,166,173,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,167,174,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,168,175,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,169,176,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,170,177,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,171,178,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,172,179,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,173,180,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,174,181,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,175,182,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,176,183,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,177,184,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,178,185,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,179,186,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,180,187,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,181,188,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,182,189,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,183,190,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,184,191,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,185,192,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,186,193,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,187,194,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,188,195,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,189,196,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,190,197,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,191,198,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,192,199,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,193,200,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,194,201,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,195,202,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,196,203,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,197,204,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,198,205,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,199,206,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,200,207,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,201,208,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,202,209,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,203,210,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,204,211,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,205,212,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,206,213,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,207,214,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,208,215,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,209,216,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,210,217,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,211,218,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,212,219,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,213,220,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,214,221,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,215,222,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,216,223,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,217,224,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,218,225,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,219,226,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,220,227,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,221,228,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,222,229,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,223,230,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,224,231,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,225,232,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,226,233,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,227,234,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,228,235,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,229,236,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,230,237,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,231,238,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,232,239,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,233,240,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,234,241,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,235,242,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,236,243,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,237,244,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,244,251,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,245,252,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,246,253,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,247,254,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,248,255,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,249,256,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,250,257,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,251,258,fewer than 5 valid points
,STANDING,0,STANDING:replay_2025-08-22_13-48-32swap,replay_2025-08-22_13-48-32swap.csv,252,259,fewer than 5 valid points
